Time (Myr) 	 Time-t0 (yr) 	 5deg T_bol (K) 	 15 	 25 	 35 	 45 	 55 	 65 	 75 	 85 
7.164000e-02 	 3.997000e+02 	 1.514964e+01 	 1.514981e+01 	 1.514972e+01 	 1.514952e+01 	 1.514956e+01 	 1.514960e+01 	 1.514948e+01 	 1.514956e+01 	 1.514944e+01 
7.204000e-02 	 7.998000e+02 	 1.514985e+01 	 1.515007e+01 	 1.515011e+01 	 1.515000e+01 	 1.514995e+01 	 1.514995e+01 	 1.514994e+01 	 1.515001e+01 	 1.515012e+01 
7.244000e-02 	 1.199700e+03 	 1.515920e+01 	 1.515937e+01 	 1.515925e+01 	 1.515919e+01 	 1.515924e+01 	 1.515928e+01 	 1.515922e+01 	 1.515930e+01 	 1.515942e+01 
7.284000e-02 	 1.599800e+03 	 1.526784e+01 	 1.526791e+01 	 1.526790e+01 	 1.526784e+01 	 1.526789e+01 	 1.526791e+01 	 1.526787e+01 	 1.526783e+01 	 1.526791e+01 
7.324000e-02 	 1.999700e+03 	 1.541154e+01 	 1.541170e+01 	 1.541180e+01 	 1.541179e+01 	 1.541177e+01 	 1.541185e+01 	 1.541170e+01 	 1.541174e+01 	 1.541186e+01 
7.364000e-02 	 2.399700e+03 	 1.555840e+01 	 1.555863e+01 	 1.555859e+01 	 1.555847e+01 	 1.555851e+01 	 1.555855e+01 	 1.555850e+01 	 1.555840e+01 	 1.555866e+01 
7.404000e-02 	 2.799800e+03 	 1.571462e+01 	 1.571489e+01 	 1.571493e+01 	 1.571484e+01 	 1.571490e+01 	 1.571494e+01 	 1.571482e+01 	 1.571468e+01 	 1.571497e+01 
7.444000e-02 	 3.199800e+03 	 1.587417e+01 	 1.587436e+01 	 1.587435e+01 	 1.587436e+01 	 1.587440e+01 	 1.587446e+01 	 1.587452e+01 	 1.587429e+01 	 1.587453e+01 
7.484000e-02 	 3.599700e+03 	 1.603813e+01 	 1.603839e+01 	 1.603848e+01 	 1.603830e+01 	 1.603827e+01 	 1.603831e+01 	 1.603831e+01 	 1.603804e+01 	 1.603838e+01 
7.524000e-02 	 3.999800e+03 	 1.616556e+01 	 1.616600e+01 	 1.616590e+01 	 1.616587e+01 	 1.616578e+01 	 1.616581e+01 	 1.616585e+01 	 1.616549e+01 	 1.616587e+01 
7.564000e-02 	 4.399700e+03 	 1.626929e+01 	 1.626986e+01 	 1.627001e+01 	 1.626990e+01 	 1.626968e+01 	 1.626981e+01 	 1.626975e+01 	 1.626951e+01 	 1.626981e+01 
7.604000e-02 	 4.799700e+03 	 1.637415e+01 	 1.637413e+01 	 1.637423e+01 	 1.637412e+01 	 1.637415e+01 	 1.637421e+01 	 1.637399e+01 	 1.637393e+01 	 1.637399e+01 
7.644000e-02 	 5.199700e+03 	 1.648004e+01 	 1.648044e+01 	 1.648050e+01 	 1.648039e+01 	 1.648032e+01 	 1.648042e+01 	 1.648003e+01 	 1.648022e+01 	 1.648039e+01 
7.684000e-02 	 5.599700e+03 	 1.659032e+01 	 1.659087e+01 	 1.659094e+01 	 1.659091e+01 	 1.659075e+01 	 1.659084e+01 	 1.659028e+01 	 1.659028e+01 	 1.659088e+01 
7.724000e-02 	 5.999700e+03 	 1.670758e+01 	 1.670837e+01 	 1.670834e+01 	 1.670819e+01 	 1.670808e+01 	 1.670795e+01 	 1.670759e+01 	 1.670744e+01 	 1.670792e+01 
