Time (Myr) 	 Time-t0 (yr) 	 5deg L_bol (L_sol) 	 15 	 25 	 35 	 45 	 55 	 65 	 75 	 85 
4.176000e-02 	 9.997000e+02 	 2.441310e-02 	 2.441366e-02 	 2.441376e-02 	 2.441365e-02 	 2.441376e-02 	 2.441357e-02 	 2.441354e-02 	 2.441308e-02 	 2.441284e-02 
4.276000e-02 	 1.999700e+03 	 2.501076e-02 	 2.501083e-02 	 2.501085e-02 	 2.501081e-02 	 2.501107e-02 	 2.501084e-02 	 2.501070e-02 	 2.501071e-02 	 2.500990e-02 
4.376000e-02 	 2.999700e+03 	 2.531998e-02 	 2.532024e-02 	 2.532043e-02 	 2.532026e-02 	 2.532029e-02 	 2.532014e-02 	 2.531998e-02 	 2.532017e-02 	 2.531924e-02 
4.476000e-02 	 3.999600e+03 	 2.563844e-02 	 2.563839e-02 	 2.563845e-02 	 2.563862e-02 	 2.563852e-02 	 2.563852e-02 	 2.563854e-02 	 2.563826e-02 	 2.563725e-02 
4.576000e-02 	 4.999600e+03 	 2.593153e-02 	 2.593173e-02 	 2.593186e-02 	 2.593176e-02 	 2.593144e-02 	 2.593137e-02 	 2.593126e-02 	 2.593147e-02 	 2.593054e-02 
4.676000e-02 	 5.999600e+03 	 2.627868e-02 	 2.627941e-02 	 2.627919e-02 	 2.627917e-02 	 2.627922e-02 	 2.627880e-02 	 2.627837e-02 	 2.627891e-02 	 2.627795e-02 
4.776000e-02 	 6.999700e+03 	 2.656033e-02 	 2.656125e-02 	 2.656071e-02 	 2.656070e-02 	 2.656038e-02 	 2.656004e-02 	 2.655916e-02 	 2.656005e-02 	 2.655873e-02 
4.876000e-02 	 7.999700e+03 	 2.674510e-02 	 2.674539e-02 	 2.674476e-02 	 2.674451e-02 	 2.674370e-02 	 2.674340e-02 	 2.674316e-02 	 2.674290e-02 	 2.674179e-02 
4.976000e-02 	 8.999600e+03 	 2.696142e-02 	 2.696229e-02 	 2.696141e-02 	 2.696099e-02 	 2.696004e-02 	 2.695955e-02 	 2.695879e-02 	 2.695802e-02 	 2.695679e-02 
5.076000e-02 	 9.999700e+03 	 2.722528e-02 	 2.722593e-02 	 2.722476e-02 	 2.722410e-02 	 2.722261e-02 	 2.722214e-02 	 2.722050e-02 	 2.722000e-02 	 2.721825e-02 
5.176000e-02 	 1.099970e+04 	 2.754042e-02 	 2.754074e-02 	 2.753952e-02 	 2.753859e-02 	 2.753649e-02 	 2.753553e-02 	 2.753309e-02 	 2.753279e-02 	 2.753089e-02 
5.276000e-02 	 1.199960e+04 	 2.778205e-02 	 2.778240e-02 	 2.778044e-02 	 2.777930e-02 	 2.777631e-02 	 2.777518e-02 	 2.777192e-02 	 2.777092e-02 	 2.776847e-02 
5.376000e-02 	 1.299960e+04 	 2.787218e-02 	 2.787185e-02 	 2.786944e-02 	 2.786752e-02 	 2.786404e-02 	 2.786239e-02 	 2.785867e-02 	 2.785698e-02 	 2.785428e-02 
5.476000e-02 	 1.399960e+04 	 1.992992e-02 	 1.992980e-02 	 1.992978e-02 	 1.992981e-02 	 1.992994e-02 	 1.992981e-02 	 1.992974e-02 	 1.992978e-02 	 1.992995e-02 
5.576000e-02 	 1.499960e+04 	 2.895002e-02 	 2.904696e-02 	 2.911286e-02 	 2.914457e-02 	 2.914239e-02 	 2.910364e-02 	 2.902079e-02 	 2.871001e-02 	 2.213122e-02 
5.676000e-02 	 1.599960e+04 	 2.811524e-02 	 2.820748e-02 	 2.826857e-02 	 2.829480e-02 	 2.828675e-02 	 2.824226e-02 	 2.815254e-02 	 2.758039e-02 	 2.134347e-02 
5.776000e-02 	 1.699960e+04 	 2.949682e-02 	 2.959952e-02 	 2.966973e-02 	 2.970198e-02 	 2.969046e-02 	 2.963723e-02 	 2.952982e-02 	 2.838255e-02 	 2.161776e-02 
5.876000e-02 	 1.799960e+04 	 2.171696e+00 	 2.168354e+00 	 2.161982e+00 	 2.153124e+00 	 2.131518e+00 	 2.100823e+00 	 2.058516e+00 	 1.986096e+00 	 1.888410e+00 
5.976000e-02 	 1.899960e+04 	 2.278088e+00 	 2.276431e+00 	 2.270999e+00 	 2.259719e+00 	 2.241297e+00 	 2.210941e+00 	 2.167920e+00 	 2.087132e+00 	 1.980139e+00 
6.076000e-02 	 1.999960e+04 	 2.463322e+00 	 2.461293e+00 	 2.457716e+00 	 2.447444e+00 	 2.427490e+00 	 2.396541e+00 	 2.348433e+00 	 2.252530e+00 	 2.132614e+00 
6.176000e-02 	 2.099960e+04 	 2.793321e+00 	 2.790495e+00 	 2.787366e+00 	 2.775999e+00 	 2.753220e+00 	 2.719152e+00 	 2.666087e+00 	 2.546173e+00 	 2.404696e+00 
