Time (Myr) 	 Time-t0 (yr) 	 5deg L_bol (L_sol) 	 15 	 25 	 35 	 45 	 55 	 65 	 75 	 85 
7.164000e-02 	 3.997000e+02 	 5.519039e-02 	 5.519150e-02 	 5.519021e-02 	 5.518822e-02 	 5.518866e-02 	 5.518917e-02 	 5.518835e-02 	 5.518889e-02 	 5.518844e-02 
7.204000e-02 	 7.998000e+02 	 5.479504e-02 	 5.479690e-02 	 5.479730e-02 	 5.479578e-02 	 5.479506e-02 	 5.479499e-02 	 5.479493e-02 	 5.479577e-02 	 5.479686e-02 
7.244000e-02 	 1.199700e+03 	 5.446107e-02 	 5.446178e-02 	 5.446051e-02 	 5.445966e-02 	 5.446010e-02 	 5.446079e-02 	 5.446071e-02 	 5.446137e-02 	 5.446213e-02 
7.284000e-02 	 1.599800e+03 	 5.475770e-02 	 5.475812e-02 	 5.475757e-02 	 5.475709e-02 	 5.475800e-02 	 5.475824e-02 	 5.475754e-02 	 5.475764e-02 	 5.475809e-02 
7.324000e-02 	 1.999700e+03 	 5.535167e-02 	 5.535299e-02 	 5.535329e-02 	 5.535289e-02 	 5.535325e-02 	 5.535383e-02 	 5.535323e-02 	 5.535359e-02 	 5.535448e-02 
7.364000e-02 	 2.399700e+03 	 5.577152e-02 	 5.577262e-02 	 5.577180e-02 	 5.577028e-02 	 5.577072e-02 	 5.577156e-02 	 5.577171e-02 	 5.577151e-02 	 5.577286e-02 
7.404000e-02 	 2.799800e+03 	 5.622866e-02 	 5.623000e-02 	 5.623032e-02 	 5.622966e-02 	 5.623018e-02 	 5.623080e-02 	 5.623021e-02 	 5.623018e-02 	 5.623156e-02 
7.444000e-02 	 3.199800e+03 	 5.670632e-02 	 5.670751e-02 	 5.670710e-02 	 5.670678e-02 	 5.670772e-02 	 5.670884e-02 	 5.670877e-02 	 5.670811e-02 	 5.670872e-02 
7.484000e-02 	 3.599700e+03 	 5.717722e-02 	 5.717798e-02 	 5.717737e-02 	 5.717596e-02 	 5.717588e-02 	 5.717647e-02 	 5.717627e-02 	 5.717566e-02 	 5.717626e-02 
7.524000e-02 	 3.999800e+03 	 5.741346e-02 	 5.741445e-02 	 5.741265e-02 	 5.741075e-02 	 5.741080e-02 	 5.741192e-02 	 5.741222e-02 	 5.741170e-02 	 5.741303e-02 
7.564000e-02 	 4.399700e+03 	 5.755189e-02 	 5.755329e-02 	 5.755268e-02 	 5.755087e-02 	 5.755026e-02 	 5.755143e-02 	 5.755169e-02 	 5.755151e-02 	 5.755283e-02 
7.604000e-02 	 4.799700e+03 	 5.768904e-02 	 5.768901e-02 	 5.768806e-02 	 5.768655e-02 	 5.768676e-02 	 5.768762e-02 	 5.768743e-02 	 5.768778e-02 	 5.768847e-02 
7.644000e-02 	 5.199700e+03 	 5.784037e-02 	 5.784195e-02 	 5.784122e-02 	 5.783963e-02 	 5.783976e-02 	 5.784096e-02 	 5.784051e-02 	 5.784130e-02 	 5.784174e-02 
7.684000e-02 	 5.599700e+03 	 5.800728e-02 	 5.800901e-02 	 5.800860e-02 	 5.800749e-02 	 5.800730e-02 	 5.800846e-02 	 5.800754e-02 	 5.800796e-02 	 5.800953e-02 
7.724000e-02 	 5.999700e+03 	 5.821852e-02 	 5.822030e-02 	 5.821931e-02 	 5.821734e-02 	 5.821706e-02 	 5.821759e-02 	 5.821753e-02 	 5.821781e-02 	 5.821884e-02 
7.764000e-02 	 6.399800e+03 	 5.042282e-02 	 5.042305e-02 	 5.042303e-02 	 5.042265e-02 	 5.042264e-02 	 5.042280e-02 	 5.042291e-02 	 5.042274e-02 	 5.042245e-02 
7.804000e-02 	 6.799700e+03 	 5.028039e-02 	 5.028028e-02 	 5.027957e-02 	 5.027900e-02 	 5.027944e-02 	 5.028014e-02 	 5.028027e-02 	 5.028002e-02 	 5.027964e-02 
7.844000e-02 	 7.199800e+03 	 5.239326e-02 	 5.241217e-02 	 5.242536e-02 	 5.243113e-02 	 5.243012e-02 	 5.242256e-02 	 5.240575e-02 	 5.237364e-02 	 5.094643e-02 
7.884000e-02 	 7.599700e+03 	 5.803614e-02 	 5.809671e-02 	 5.813636e-02 	 5.815450e-02 	 5.815034e-02 	 5.812327e-02 	 5.806466e-02 	 5.790962e-02 	 5.359657e-02 
7.924000e-02 	 7.999700e+03 	 5.735659e-02 	 5.741449e-02 	 5.745184e-02 	 5.746680e-02 	 5.745887e-02 	 5.742788e-02 	 5.736534e-02 	 5.714079e-02 	 5.283527e-02 
7.964000e-02 	 8.399800e+03 	 5.412892e-02 	 5.416382e-02 	 5.418520e-02 	 5.419240e-02 	 5.418317e-02 	 5.415973e-02 	 5.411762e-02 	 5.392993e-02 	 5.113855e-02 
8.004000e-02 	 8.799700e+03 	 5.584197e-02 	 5.589083e-02 	 5.592050e-02 	 5.593117e-02 	 5.591980e-02 	 5.588735e-02 	 5.582662e-02 	 5.546052e-02 	 5.169603e-02 
8.044000e-02 	 9.199700e+03 	 5.605463e-02 	 5.610710e-02 	 5.613884e-02 	 5.614846e-02 	 5.613404e-02 	 5.609620e-02 	 5.602769e-02 	 5.552720e-02 	 5.151948e-02 
8.084000e-02 	 9.599700e+03 	 5.116568e-02 	 5.118072e-02 	 5.118807e-02 	 5.118820e-02 	 5.118190e-02 	 5.116973e-02 	 5.114939e-02 	 5.102050e-02 	 4.978361e-02 
8.124000e-02 	 9.999700e+03 	 5.382886e-02 	 5.386446e-02 	 5.388359e-02 	 5.388745e-02 	 5.387446e-02 	 5.384481e-02 	 5.379277e-02 	 5.333107e-02 	 5.045015e-02 
8.164000e-02 	 1.039970e+04 	 5.440695e-02 	 5.444931e-02 	 5.447175e-02 	 5.447525e-02 	 5.445911e-02 	 5.442370e-02 	 5.436292e-02 	 5.375902e-02 	 5.047545e-02 
8.204000e-02 	 1.079970e+04 	 5.417931e-02 	 5.422102e-02 	 5.424405e-02 	 5.424736e-02 	 5.423166e-02 	 5.419733e-02 	 5.413780e-02 	 5.346759e-02 	 5.032846e-02 
8.244000e-02 	 1.119970e+04 	 5.446435e-02 	 5.450633e-02 	 5.452975e-02 	 5.453156e-02 	 5.451381e-02 	 5.447503e-02 	 5.440844e-02 	 5.361301e-02 	 5.024551e-02 
8.284000e-02 	 1.159970e+04 	 5.737912e-02 	 5.744537e-02 	 5.748629e-02 	 5.749203e-02 	 5.746688e-02 	 5.740764e-02 	 5.730307e-02 	 5.578763e-02 	 5.098261e-02 
8.324000e-02 	 1.199980e+04 	 5.479706e-02 	 5.484186e-02 	 5.486881e-02 	 5.487014e-02 	 5.485084e-02 	 5.480658e-02 	 5.472959e-02 	 5.362567e-02 	 5.003963e-02 
