Time (Myr) 	 Time-t0 (yr) 	 5deg T_bol (K) 	 15 	 25 	 35 	 45 	 55 	 65 	 75 	 85 
4.156000e-02 	 4.999000e+02 	 1.455103e+01 	 1.455116e+01 	 1.455118e+01 	 1.455121e+01 	 1.455117e+01 	 1.455112e+01 	 1.455114e+01 	 1.455111e+01 	 1.455109e+01 
4.206000e-02 	 9.998000e+02 	 1.467411e+01 	 1.467436e+01 	 1.467441e+01 	 1.467441e+01 	 1.467444e+01 	 1.467438e+01 	 1.467437e+01 	 1.467426e+01 	 1.467428e+01 
4.256000e-02 	 1.499800e+03 	 1.481513e+01 	 1.481549e+01 	 1.481558e+01 	 1.481550e+01 	 1.481547e+01 	 1.481542e+01 	 1.481549e+01 	 1.481532e+01 	 1.481544e+01 
4.306000e-02 	 1.999800e+03 	 1.497260e+01 	 1.497282e+01 	 1.497293e+01 	 1.497288e+01 	 1.497287e+01 	 1.497284e+01 	 1.497279e+01 	 1.497280e+01 	 1.497277e+01 
4.356000e-02 	 2.499800e+03 	 1.513745e+01 	 1.513774e+01 	 1.513773e+01 	 1.513769e+01 	 1.513763e+01 	 1.513759e+01 	 1.513792e+01 	 1.513753e+01 	 1.513747e+01 
4.406000e-02 	 2.999800e+03 	 1.531052e+01 	 1.531109e+01 	 1.531105e+01 	 1.531094e+01 	 1.531087e+01 	 1.531090e+01 	 1.531108e+01 	 1.531092e+01 	 1.531068e+01 
4.456000e-02 	 3.499800e+03 	 1.549122e+01 	 1.549179e+01 	 1.549182e+01 	 1.549167e+01 	 1.549158e+01 	 1.549158e+01 	 1.549146e+01 	 1.549165e+01 	 1.549131e+01 
4.506000e-02 	 3.999800e+03 	 1.567486e+01 	 1.567552e+01 	 1.567547e+01 	 1.567532e+01 	 1.567517e+01 	 1.567525e+01 	 1.567529e+01 	 1.567520e+01 	 1.567488e+01 
4.556000e-02 	 4.499800e+03 	 1.583126e+01 	 1.583160e+01 	 1.583155e+01 	 1.583140e+01 	 1.583129e+01 	 1.583131e+01 	 1.583139e+01 	 1.583104e+01 	 1.583114e+01 
4.606000e-02 	 4.999800e+03 	 1.599218e+01 	 1.599266e+01 	 1.599235e+01 	 1.599228e+01 	 1.599206e+01 	 1.599201e+01 	 1.599210e+01 	 1.599170e+01 	 1.599169e+01 
4.656000e-02 	 5.499800e+03 	 1.615564e+01 	 1.615641e+01 	 1.615613e+01 	 1.615616e+01 	 1.615580e+01 	 1.615579e+01 	 1.615568e+01 	 1.615555e+01 	 1.615564e+01 
4.706000e-02 	 5.999800e+03 	 1.632486e+01 	 1.632579e+01 	 1.632548e+01 	 1.632554e+01 	 1.632503e+01 	 1.632499e+01 	 1.632468e+01 	 1.632503e+01 	 1.632472e+01 
4.756000e-02 	 6.499700e+03 	 1.649213e+01 	 1.649275e+01 	 1.649231e+01 	 1.649222e+01 	 1.649177e+01 	 1.649171e+01 	 1.649111e+01 	 1.649124e+01 	 1.649141e+01 
4.806000e-02 	 6.999700e+03 	 1.663897e+01 	 1.663952e+01 	 1.663893e+01 	 1.663875e+01 	 1.663830e+01 	 1.663809e+01 	 1.663765e+01 	 1.663759e+01 	 1.663750e+01 
4.856000e-02 	 7.499700e+03 	 1.678923e+01 	 1.678971e+01 	 1.678932e+01 	 1.678902e+01 	 1.678837e+01 	 1.678800e+01 	 1.678739e+01 	 1.678703e+01 	 1.678725e+01 
4.906000e-02 	 7.999700e+03 	 1.694273e+01 	 1.694316e+01 	 1.694249e+01 	 1.694219e+01 	 1.694124e+01 	 1.694083e+01 	 1.694057e+01 	 1.693942e+01 	 1.693965e+01 
4.956000e-02 	 8.499700e+03 	 1.458037e+01 	 1.458038e+01 	 1.458040e+01 	 1.458044e+01 	 1.458043e+01 	 1.458041e+01 	 1.458038e+01 	 1.458043e+01 	 1.458036e+01 
5.056000e-02 	 9.499800e+03 	 1.616314e+01 	 1.618595e+01 	 1.621302e+01 	 1.623912e+01 	 1.626209e+01 	 1.628126e+01 	 1.629590e+01 	 1.629875e+01 	 1.555737e+01 
5.106000e-02 	 9.999700e+03 	 1.461594e+01 	 1.461596e+01 	 1.461596e+01 	 1.461599e+01 	 1.461599e+01 	 1.461598e+01 	 1.461598e+01 	 1.461602e+01 	 1.461589e+01 
5.156000e-02 	 1.049980e+04 	 1.787712e+01 	 1.791716e+01 	 1.795324e+01 	 1.798311e+01 	 1.800693e+01 	 1.802396e+01 	 1.803075e+01 	 1.788224e+01 	 1.496963e+01 
5.206000e-02 	 1.099980e+04 	 1.827433e+01 	 1.831950e+01 	 1.836000e+01 	 1.839396e+01 	 1.842135e+01 	 1.844125e+01 	 1.845017e+01 	 1.813080e+01 	 1.492597e+01 
5.256000e-02 	 1.149980e+04 	 1.781085e+01 	 1.784964e+01 	 1.788410e+01 	 1.791235e+01 	 1.793491e+01 	 1.795090e+01 	 1.795757e+01 	 1.753207e+01 	 1.479569e+01 
5.306000e-02 	 1.199980e+04 	 1.783122e+01 	 1.786966e+01 	 1.790374e+01 	 1.793165e+01 	 1.795395e+01 	 1.796991e+01 	 1.797658e+01 	 1.743985e+01 	 1.477931e+01 
5.356000e-02 	 1.249980e+04 	 1.700265e+01 	 1.703120e+01 	 1.705631e+01 	 1.707665e+01 	 1.709277e+01 	 1.710421e+01 	 1.710880e+01 	 1.666561e+01 	 1.471725e+01 
5.406000e-02 	 1.299970e+04 	 1.723050e+01 	 1.726107e+01 	 1.728790e+01 	 1.730970e+01 	 1.732678e+01 	 1.733888e+01 	 1.734370e+01 	 1.678654e+01 	 1.472511e+01 
5.456000e-02 	 1.349970e+04 	 1.699335e+01 	 1.702075e+01 	 1.704451e+01 	 1.706378e+01 	 1.707888e+01 	 1.708944e+01 	 1.709367e+01 	 1.653297e+01 	 1.471331e+01 
